city id,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,colares,38.8,-9.45,55.99,71,20,14.99,PT,1604514699
287,vila,42.03,-8.16,48.99,76,100,10.0,PT,1604514699
288,tarko-sale,64.92,77.78,20.19,97,100,10.94,RU,1604514699
289,barmer,25.75,71.38,74.79,40,0,8.77,IN,1604514699
290,roros,62.57,11.38,35.6,80,75,10.29,NO,1604514699
291,garissa,-0.45,39.64,82.04,61,62,18.68,KE,1604514700
292,maceio,-9.67,-35.74,86.0,66,20,11.41,BR,1604514700
293,saint-philippe,-21.36,55.77,73.4,60,20,11.41,RE,1604514700
294,tecoanapa,16.52,-98.75,85.89,46,88,7.23,MX,1604514700
295,dzhalil,55.02,52.74,35.58,85,0,1.32,RU,1604514700
296,qasigiannguit,68.82,-51.19,28.4,68,75,13.87,GL,1604514700
297,petropavlovsk-kamchatskiy,53.05,158.65,32.0,84,100,4.47,RU,1604514701
298,marinette,45.1,-87.63,66.2,42,1,12.75,US,1604514514
299,sukhobezvodnoye,57.05,44.89,38.79,97,100,5.39,RU,1604514701
300,umm kaddadah,13.6,26.69,81.95,19,0,17.63,SD,1604514701
301,pemberton,50.32,-122.8,42.8,100,90,6.6,CA,1604514423
302,meadow lake,34.8,-106.54,70.0,26,20,6.67,US,1604514701
303,deputatskiy,69.3,139.9,-19.95,83,0,0.72,RU,1604514701
304,anqing,30.51,117.05,57.65,62,48,2.08,CN,1604514702
305,dehloran,32.69,47.27,69.03,28,0,0.76,IR,1604514702
306,vestmannaeyjar,63.44,-20.27,46.4,87,90,23.04,IS,1604514702
307,qaanaaq,77.48,-69.36,-1.98,87,99,1.25,GL,1604514702
308,binga,-17.62,27.34,79.41,58,100,4.12,ZW,1604514702
309,marsaxlokk,35.84,14.54,68.0,82,20,2.24,MT,1604514702
310,leeton,-34.57,146.4,54.0,76,90,13.87,AU,1604514703
311,jiujiang,29.73,115.98,61.2,60,99,4.99,CN,1604514703
312,shingu,33.73,135.98,45.82,70,0,5.75,JP,1604514703
313,kavaratti,10.57,72.64,82.67,76,91,6.87,IN,1604514703
314,novoagansk,61.94,76.66,35.92,98,100,20.2,RU,1604514703
315,levelland,33.59,-102.38,79.0,27,75,17.22,US,1604514703
316,bilma,18.69,12.92,75.56,20,0,6.71,NE,1604514703
317,rocha,-34.48,-54.33,65.61,57,0,13.2,UY,1604514703
318,valparaiso,-33.04,-71.63,62.6,72,75,8.05,CL,1604514704
319,talen,23.57,76.72,65.25,28,0,2.53,IN,1604514704
320,arrifes,37.77,-25.7,59.0,72,40,10.29,PT,1604514704
321,yenagoa,4.92,6.26,76.93,92,100,2.44,NG,1604514704
322,vao,-22.67,167.48,72.95,85,0,8.08,NC,1604514704
323,hluti,-27.22,31.62,87.8,52,100,1.12,SZ,1604514704
324,fort nelson,58.81,-122.7,3.2,84,20,2.24,CA,1604514603
325,richards bay,-28.78,32.04,74.26,84,66,11.36,ZA,1604514460
326,castro,-24.79,-50.01,65.21,69,0,8.39,BR,1604514705
327,nemuro,43.32,145.57,42.69,72,24,20.22,JP,1604514705
328,manggar,-2.88,108.27,77.97,88,100,11.12,ID,1604514706
329,vega de alatorre,20.03,-96.63,78.93,58,10,14.92,MX,1604514706
330,cavalcante,-13.8,-47.46,78.13,68,49,4.79,BR,1604514708
331,luwuk,-0.95,122.79,77.85,75,0,2.71,ID,1604514708
332,meulaboh,4.14,96.13,76.06,88,100,4.09,ID,1604514709
333,amapa,1.0,-52.0,86.22,66,100,6.06,BR,1604514709
334,iranshahr,27.2,60.68,68.0,14,0,4.7,IR,1604514709
335,strai,58.2,7.9,46.99,75,0,13.87,NO,1604514709
336,chumphon,10.33,98.83,71.46,97,100,1.43,TH,1604514709
337,tiarei,-17.53,-149.33,82.4,74,40,17.22,PF,1604514709
338,dhar,22.6,75.3,66.2,42,0,4.7,IN,1604514709
339,vila franca do campo,37.72,-25.43,59.0,72,40,10.29,PT,1604514710
340,pierre,44.37,-100.35,66.99,31,1,6.93,US,1604514710
341,puerto escondido,15.85,-97.07,87.8,66,5,4.7,MX,1604514710
342,sao felix do xingu,-6.64,-51.99,86.34,67,100,3.31,BR,1604514710
343,mandal,25.45,74.57,68.68,24,0,3.27,IN,1604514710
344,gomel,52.43,30.98,42.8,93,75,8.95,BY,1604514710
345,cabedelo,-6.98,-34.83,86.0,62,0,13.87,BR,1604514710
346,ambajogai,18.73,76.38,66.25,52,0,3.69,IN,1604514711
347,los andes,-32.83,-70.6,75.99,91,100,3.0,CL,1604514711
348,quatre cocos,-20.21,57.76,73.0,78,75,9.17,MU,1604514711
349,kambove,-10.88,26.6,64.51,86,56,6.15,CD,1604514711
350,east london,-33.02,27.91,69.8,83,75,5.82,ZA,1604514711
351,te anau,-45.42,167.72,57.45,91,100,2.86,NZ,1604514711
352,nyaunglebin,17.95,96.73,73.8,93,32,3.13,MM,1604514711
353,buarcos,40.17,-8.88,55.0,62,40,6.93,PT,1604514712
354,cortes,41.94,-1.44,48.2,93,90,3.36,ES,1604514712
355,nova role,50.27,12.78,41.0,80,0,3.36,CZ,1604514712
356,tuatapere,-46.13,167.68,57.0,97,84,4.0,NZ,1604514712
357,okhotsk,59.38,143.3,17.4,91,97,22.17,RU,1604514712
358,port hardy,50.7,-127.42,50.0,93,75,8.05,CA,1604514601
359,nyurba,63.28,118.33,6.37,95,95,1.57,RU,1604514712
360,gori,41.98,44.12,56.88,70,100,7.25,GE,1604514712
361,ahuimanu,21.44,-157.84,80.6,78,75,4.7,US,1604514713
362,salina,38.84,-97.61,72.0,40,1,10.29,US,1604514612
363,mchinji,-13.8,32.88,75.27,39,28,9.8,MW,1604514713
364,kaitangata,-46.28,169.85,57.99,82,100,1.99,NZ,1604514713
365,kifri,34.7,44.97,71.85,28,100,4.59,IQ,1604514713
366,kenitra,34.26,-6.58,64.4,88,90,8.05,MA,1604514418
367,zenzeli,45.92,47.05,56.01,69,100,6.71,RU,1604514714
368,gazli,40.13,63.45,51.01,40,0,16.51,UZ,1604514714
369,los llanos de aridane,28.66,-17.92,66.2,82,75,10.29,ES,1604514714
370,esso,55.93,158.7,19.81,89,100,6.6,RU,1604514714
371,melioratorov,57.21,65.61,39.2,69,0,15.66,RU,1604514714
372,baglung,28.27,83.59,54.54,53,0,6.08,NP,1604514714
373,anloga,5.79,0.9,82.4,83,20,8.05,GH,1604514714
374,krasnogorsk,55.82,37.32,46.4,81,75,11.18,RU,1604514586
375,wuchang,44.91,127.15,28.4,86,0,7.4,CN,1604514715
376,havoysund,71.0,24.66,41.0,80,75,19.46,NO,1604514715
377,ilulissat,69.22,-51.1,28.4,68,75,13.87,GL,1604514715
378,stryn,61.9,6.72,41.0,93,75,5.82,NO,1604514715
379,gimli,50.63,-96.99,51.8,53,26,5.82,CA,1604514565
380,grenfell,-33.9,148.17,51.75,93,100,11.72,AU,1604514715
381,tucuma,-0.18,-50.05,84.52,75,100,6.71,BR,1604514715
382,mandan,46.83,-100.89,69.8,32,1,14.99,US,1604514716
383,casablanca,33.59,-7.62,64.4,82,75,4.7,MA,1604514586
384,tiksi,71.69,128.87,1.24,94,100,4.79,RU,1604514716
385,srednekolymsk,67.45,153.68,0.9,91,100,20.49,RU,1604514716
386,praia da vitoria,38.73,-27.07,59.0,82,75,18.45,PT,1604514716
387,pacifica,37.61,-122.49,66.0,82,20,3.36,US,1604514482
388,mayumba,-3.43,10.66,77.97,88,100,4.97,GA,1604514716
389,suratgarh,29.32,73.9,66.15,24,0,1.43,IN,1604514716
390,sitia,35.2,26.1,68.0,57,7,11.01,GR,1604514716
391,fare,-16.7,-151.02,79.38,81,96,13.35,PF,1604514716
392,sheopur,25.67,76.7,66.45,25,0,3.06,IN,1604514717
393,porto seguro,-16.45,-39.06,71.6,88,90,5.82,BR,1604514717
394,kahului,20.89,-156.47,80.6,69,40,6.62,US,1604514686
395,kemi,65.86,24.82,41.0,86,3,11.41,FI,1604514717
396,waipawa,-41.41,175.52,64.4,77,98,17.22,NZ,1604514717
397,aksu,41.12,80.26,39.25,60,50,0.31,CN,1604514717
398,dera bugti,29.03,69.15,63.93,24,0,1.77,PK,1604514717
399,hargeysa,9.56,44.06,62.98,90,6,9.91,SO,1604514718
400,eirunepe,-6.66,-69.87,95.54,41,97,3.2,BR,1604514718
401,baykit,61.67,96.37,18.45,94,100,3.89,RU,1604514718
402,horsham,51.06,-0.33,46.99,86,0,1.12,GB,1604514620
403,condado,21.88,-79.84,82.4,78,75,9.17,CU,1604514718
404,ginda,30.69,78.49,47.95,50,0,5.46,IN,1604514718
405,tjome,59.11,10.39,45.0,65,0,10.29,NO,1604514718
406,lamu,-2.27,40.9,78.8,78,1,6.93,KE,1604514719
407,visavadar,21.38,70.68,76.35,48,0,2.33,IN,1604514719
408,zyryanka,65.75,150.85,-3.98,91,100,26.24,RU,1604514719
409,sabang,5.89,95.32,81.52,75,100,3.33,ID,1604514720
410,villa rica,33.73,-84.92,66.99,36,1,6.93,US,1604514672
411,arlit,18.74,7.39,85.01,15,100,7.83,NE,1604514721
412,canakkale,40.08,26.83,57.2,58,20,5.82,TR,1604514721
413,saskylakh,71.92,114.08,-3.53,91,97,5.26,RU,1604514721
414,vilhena,-12.74,-60.15,93.2,32,98,4.7,BR,1604514578
415,grenada,37.19,-3.61,60.8,67,75,4.7,ES,1604514719
416,nizhniy kuranakh,58.84,125.49,12.78,95,99,3.74,RU,1604514721
417,bentonville,36.37,-94.21,71.6,32,1,14.99,US,1604514495
418,bireun,5.2,96.7,78.55,81,99,3.67,ID,1604514721
419,margate,51.38,1.39,51.01,66,0,7.31,GB,1604514617
420,isangel,-19.55,169.27,76.91,83,100,7.0,VU,1604514722
421,ziro,27.63,93.83,47.68,100,34,0.25,IN,1604514545
422,baijiantan,45.63,85.18,42.84,46,100,15.08,CN,1604514722
423,tocopilla,-22.09,-70.2,67.62,49,21,10.69,CL,1604514722
424,noumea,-22.28,166.46,71.6,94,90,3.36,NC,1604514722
425,samarai,-10.62,150.67,79.68,82,77,11.03,PG,1604514722
426,marzuq,14.4,46.47,62.1,30,0,1.86,YE,1604514724
427,balkanabat,39.51,54.37,66.02,22,98,16.4,TM,1604514724
428,west wendover,40.74,-114.07,57.2,30,1,1.48,US,1604514724
429,northam,51.03,-4.22,46.99,90,29,1.99,GB,1604514724
430,manicore,-5.81,-61.3,87.8,66,0,5.82,BR,1604514724
431,kenai,60.55,-151.26,-2.2,70,1,8.7,US,1604514724
432,nishihara,26.18,127.76,73.4,53,75,18.34,JP,1604514724
433,volchansk,59.94,60.08,35.96,90,100,9.48,RU,1604514724
434,walvis bay,-22.96,14.51,62.6,77,0,11.41,NA,1604514726
435,oriximina,-1.77,-55.87,93.31,47,35,3.27,BR,1604514726
436,tabas,33.6,56.92,64.4,20,0,4.7,IR,1604514726
437,winnemucca,40.97,-117.74,60.8,17,1,4.81,US,1604514684
438,lorengau,-2.02,147.27,80.96,77,96,3.76,PG,1604514726
439,baie-comeau,49.22,-68.15,30.2,68,75,8.05,CA,1604514726
440,carlos chagas,-17.7,-40.77,74.34,74,92,8.68,BR,1604514726
441,brae,60.4,-1.35,50.0,87,75,32.21,GB,1604514727
442,suntar,62.14,117.63,11.71,96,98,2.42,RU,1604514727
443,batagay-alyta,67.8,130.41,-1.68,90,93,3.04,RU,1604514727
444,san pedro,14.35,121.02,78.8,88,75,2.24,PH,1604514727
445,padang,-0.95,100.35,78.08,71,100,3.29,ID,1604514727
446,belyy yar,53.6,91.39,30.2,58,0,17.9,RU,1604514728
447,muros,42.78,-9.06,54.0,65,67,7.0,ES,1604514728
448,zhigansk,66.77,123.37,-0.74,92,100,6.6,RU,1604514728
449,chicama,-7.84,-79.15,66.2,72,20,14.99,PE,1604514728
450,taft,31.75,54.21,62.6,16,0,6.93,IR,1604514728
451,san roque,36.21,-5.38,62.6,93,100,11.41,ES,1604514728
452,broome,42.25,-75.83,64.0,38,1,13.87,US,1604514728
453,hope,33.67,-93.59,73.99,31,44,4.0,US,1604514510
454,olinda,-8.01,-34.86,86.0,66,40,10.29,BR,1604514729
455,wigston,52.59,-1.11,43.0,65,48,4.52,GB,1604514729
456,collie,-33.37,116.15,48.99,76,79,9.15,AU,1604514729
457,vanimo,-2.67,141.3,78.48,83,100,4.68,PG,1604514729
458,vyartsilya,62.18,30.69,43.21,93,100,4.54,RU,1604514729
459,matamoros,25.53,-103.25,75.2,29,5,4.72,MX,1604514730
460,ventspils,57.39,21.56,50.0,81,90,19.46,LV,1604514730
461,kavieng,-2.57,150.8,83.05,72,100,1.63,PG,1604514730
462,zhezkazgan,47.8,67.71,31.23,84,0,6.17,KZ,1604514730
463,carnot,4.94,15.87,74.43,76,69,4.16,CF,1604514730
464,boralday,43.36,76.86,32.0,64,40,4.47,KZ,1604514731
465,pangody,65.85,74.49,19.04,97,100,10.31,RU,1604514731
466,charlestown,-32.95,151.67,66.0,83,70,4.29,AU,1604514731
467,saint-francois,46.42,3.91,48.2,76,90,3.36,FR,1604514731
468,cidreira,-30.18,-50.21,64.6,54,5,11.65,BR,1604514731
469,san cristobal,7.77,-72.22,87.8,62,40,10.29,VE,1604514732
470,bend,44.06,-121.32,64.4,42,1,13.87,US,1604514496
471,kawalu,-7.38,108.21,72.18,91,85,1.19,ID,1604514732
472,codrington,-38.27,141.97,50.13,70,89,14.88,AU,1604514732
473,namibe,-15.2,12.15,69.62,70,0,8.88,AO,1604514733
474,tucumcari,35.17,-103.72,75.2,23,1,12.75,US,1604514733
475,aksarka,66.56,67.8,28.35,99,100,3.56,RU,1604514733
476,ponta delgada,37.73,-25.67,59.0,72,40,10.29,PT,1604514733
477,kolosovka,56.47,73.61,34.07,90,62,16.6,RU,1604514733
478,yarada,17.65,83.27,78.8,94,75,3.36,IN,1604514734
479,lagoa,39.05,-27.98,60.82,73,4,18.16,PT,1604514734
480,le port,-20.94,55.29,71.6,68,75,11.41,RE,1604514734
481,kaeo,-35.1,173.78,62.01,96,100,8.01,NZ,1604514734
482,campoverde,-8.48,-74.81,95.0,41,20,8.05,PE,1604514734
483,enshi,30.3,109.48,55.69,66,100,0.69,CN,1604514734
484,menongue,-14.66,17.69,73.08,44,0,6.15,AO,1604514735
485,alofi,-19.06,-169.92,75.2,83,14,12.75,NU,1604514735
486,tefe,-3.35,-64.71,95.0,56,20,3.36,BR,1604514735
487,yumen,40.28,97.2,36.7,62,0,16.58,CN,1604514735
488,kayunga,0.7,32.89,66.52,93,0,3.11,UG,1604514735
489,setermoen,68.86,18.35,41.0,84,40,6.93,NO,1604514735
490,shu,43.6,73.76,38.5,69,0,1.14,KZ,1604514735
491,bose,45.46,8.01,57.99,91,98,0.89,IT,1604514735
492,catalina foothills,32.3,-110.92,86.0,23,1,2.73,US,1604514736
493,nchelenge,-9.35,28.73,78.04,61,69,3.98,ZM,1604514736
494,esmeraldas,-19.76,-44.31,80.6,47,40,6.93,BR,1604514736
495,champerico,14.3,-91.92,89.6,62,40,6.93,GT,1604514736
496,trincomalee,8.57,81.23,82.22,74,98,3.38,LK,1604514736
497,chirongui,-12.93,45.15,78.8,78,0,3.36,YT,1604514736
498,kaspiyskiy,45.39,47.37,56.71,72,96,8.57,RU,1604514736
499,chara,56.91,118.26,10.72,83,100,1.32,RU,1604514737
500,la asuncion,11.03,-63.86,82.9,68,96,19.15,VE,1604514737
501,erenhot,43.65,111.98,35.29,70,0,9.91,CN,1604514737
502,babati,-4.22,35.75,68.54,66,8,5.06,TZ,1604514737
503,cheyenne,41.14,-104.82,68.0,24,1,23.04,US,1604514582
504,kismayo,-0.36,42.55,79.65,79,88,12.68,SO,1604514737
505,bow island,49.87,-111.37,62.6,48,3,16.11,CA,1604514737
506,bandarbeyla,9.49,50.81,76.44,72,0,16.11,SO,1604514737
507,pangai,-19.8,-174.35,75.2,78,20,23.04,TO,1604514738
508,moron,-34.65,-58.62,75.99,36,14,8.01,AR,1604514738
509,port-gentil,-0.72,8.78,78.21,87,100,8.08,GA,1604514738
510,tsaratanana,-16.78,47.65,74.84,47,53,2.39,MG,1604514738
511,tornio,65.85,24.15,41.0,86,0,11.41,FI,1604514738
512,dali,25.7,100.18,54.34,87,23,4.45,CN,1604514738
513,henties bay,-22.12,14.28,61.0,87,8,5.86,NA,1604514681
514,gambissara,13.24,-14.31,88.48,39,22,4.7,SN,1604514739
515,gore,-46.1,168.94,57.0,97,100,4.0,NZ,1604514740
516,zapolyarnyy,69.42,30.81,35.6,83,75,28.86,RU,1604514740
517,newport,51.59,-3.0,45.0,90,2,3.33,GB,1604514740
518,kananga,-5.9,22.42,72.91,88,100,1.74,CD,1604514740
519,hualmay,-11.1,-77.61,68.63,67,22,10.54,PE,1604514740
520,chuncheng,22.17,111.79,65.66,76,91,2.48,CN,1604514741
521,la quinta,33.66,-116.31,90.0,19,1,3.36,US,1604514677
522,la rioja,42.25,-2.5,50.0,71,75,4.7,ES,1604514741
523,karratha,-20.74,116.85,73.08,45,0,8.34,AU,1604514741
524,tautira,-17.73,-149.15,82.4,74,40,17.22,PF,1604514741
525,luba,3.46,8.55,80.6,94,40,8.05,GQ,1604514741
526,jutai,-5.18,-68.9,98.44,36,29,3.8,BR,1604514741
527,murmino,54.6,40.05,46.99,89,89,3.0,RU,1604514742
528,paarl,-33.73,18.98,72.0,64,20,19.46,ZA,1604514590
529,charkhari,25.4,79.75,68.0,25,0,3.38,IN,1604514742
530,kudahuvadhoo,2.67,72.89,82.8,70,42,2.91,MV,1604514742
531,saint anthony,45.02,-93.22,68.0,29,1,9.17,US,1604514742
532,ust-tsilma,65.44,52.15,38.12,85,92,6.8,RU,1604514742
533,urucara,-2.54,-57.76,89.35,55,100,1.99,BR,1604514742
534,maxixe,-23.86,35.35,77.0,88,40,13.87,MZ,1604514742
535,kentau,43.52,68.51,46.31,46,0,11.48,KZ,1604514742
536,kontagora,10.4,5.47,84.15,27,100,8.34,NG,1604514742
537,duku,11.24,4.91,86.22,28,100,8.3,NG,1604514743
538,barcelos,41.54,-8.62,55.4,58,0,9.17,PT,1604514743
539,camopi,3.17,-52.32,83.59,74,100,5.95,GF,1604514743
540,kungurtug,50.6,97.52,12.24,90,55,2.71,RU,1604514743
541,bambanglipuro,-7.95,110.28,78.19,85,75,2.82,ID,1604514743
542,enumclaw,47.2,-121.99,63.0,83,100,7.11,US,1604514743
543,ulaangom,49.98,92.07,21.34,80,77,3.94,MN,1604514744
544,batemans bay,-35.72,150.18,55.0,96,100,4.0,AU,1604514744
545,bima,-8.47,118.72,77.63,86,1,3.56,ID,1604514744
546,bonthe,7.53,-12.51,79.41,85,95,5.66,SL,1604514744
547,terre-de-bas,15.85,-61.64,84.2,78,48,16.11,GP,1604514744
548,chadan,51.28,91.58,21.24,80,100,1.1,RU,1604514744
549,scarborough,54.28,-0.4,39.99,82,20,6.91,GB,1604514745
550,susanville,40.42,-120.65,57.2,16,1,3.4,US,1604514745
551,sovetskaya gavan,48.97,140.29,25.11,79,0,11.45,RU,1604514745
552,sarlat-la-caneda,44.89,1.22,44.01,72,75,5.7,FR,1604514745
553,banda aceh,5.56,95.32,79.2,80,100,3.33,ID,1604514745
554,genc,38.75,40.56,53.73,73,100,5.53,TR,1604514745
555,sandwick,60.0,-1.25,50.0,87,75,32.21,GB,1604514745
556,sao francisco de assis,-29.55,-55.13,72.37,43,0,14.83,BR,1604514745
557,atambua,-9.11,124.89,74.89,80,24,3.04,ID,1604514745
558,tondano,1.3,124.91,73.4,94,40,1.45,ID,1604514747
559,gaziantep,37.06,37.38,55.4,87,75,2.24,TR,1604514747
560,taoudenni,22.68,-3.98,79.23,16,0,3.85,ML,1604514747
561,acandi,8.51,-77.28,86.94,61,55,3.98,CO,1604514747
562,zaraza,9.35,-65.32,82.81,85,100,3.96,VE,1604514747
563,okoneshnikovo,54.84,75.08,36.03,83,99,17.9,RU,1604514747
564,cap malheureux,-19.98,57.61,73.0,70,65,5.01,MU,1604514748
565,kargasok,59.06,80.86,34.21,97,100,17.96,RU,1604514725
566,kalmunai,7.42,81.82,79.39,77,99,1.14,LK,1604514748
567,pacific grove,36.62,-121.92,64.4,63,1,3.36,US,1604514748
568,joshimath,30.57,79.57,45.46,51,0,3.44,IN,1604514749
569,ovsyanka,55.96,92.55,26.6,86,75,11.18,RU,1604514749
570,dabola,10.75,-11.12,79.12,59,0,2.44,GN,1604514749
571,vila velha,-20.33,-40.29,73.4,78,90,5.82,BR,1604514750
572,kyra,49.58,111.98,24.55,91,100,1.77,RU,1604514750
573,waingapu,-9.66,120.26,80.46,75,35,2.86,ID,1604514750
